# # Data threated with pyDSC, version xxxx, 
# #More information here? 
# #Temp/ [degC] 	 CP-baseline / [J/K/g] 	 CP [J/K/g] 	 baseline [J/K/g] 	 H [J/g]
6.187271199999999993e+01	-7.727392521243103829e-03	2.762852378993686386e+01	2.763625118245810697e+01	-2.515784303006125455e+01
6.162271199999999993e+01	-5.515627652102139677e-02	2.757747478562086485e+01	2.763263106214188625e+01	-2.514998257143097149e+01
6.137271199999999993e+01	-4.675313089760635421e-02	2.758166012581808246e+01	2.762841325671568882e+01	-2.513724389550364435e+01
6.112271199999999993e+01	-1.221644717614367437e-02	2.761274399461047580e+01	2.762496044178661947e+01	-2.512987269824442649e+01
6.087271199999999993e+01	-1.827311583894442037e-02	2.760292590515146571e+01	2.762119902099041013e+01	-2.512606150286753959e+01
6.062271199999999993e+01	-3.315996444431235091e-02	2.758359843935560107e+01	2.761675840379991342e+01	-2.511963236783213205e+01
6.037271199999999993e+01	6.106383831454564870e-03	2.761811357858779559e+01	2.761200719475634102e+01	-2.511625067025552482e+01
6.012271199999999993e+01	-1.305580681497531259e-02	2.759363414626138677e+01	2.760668995307636209e+01	-2.511538199238258429e+01
5.987271199999999993e+01	1.014541849269434692e-02	2.761140792470471439e+01	2.760126250621202004e+01	-2.511501819384229961e+01
5.962271199999999993e+01	-1.106478611886174690e-02	2.758485353532768869e+01	2.759591832144655044e+01	-2.511490327288903046e+01
5.937271199999999993e+01	2.090825227831061284e-02	2.761203041181989803e+01	2.759112215954158742e+01	-2.511613370615896201e+01
5.912271199999999993e+01	-5.614863668044023370e-02	2.753026698228392988e+01	2.758641561896437011e+01	-2.511172865810869581e+01
5.887271199999999993e+01	-2.264891165184579336e-02	2.755805622414961675e+01	2.758070513580146255e+01	-2.510187896456715961e+01
5.862271199999999993e+01	-1.165488356127397651e-02	2.756410396482153047e+01	2.757575884838280444e+01	-2.509759099016552142e+01
5.837271199999999993e+01	-6.870026163291242938e-03	2.756481248674124984e+01	2.757168251290454108e+01	-2.509527537644995121e+01
5.812271199999999993e+01	9.227878050534599197e-03	2.757666504628404169e+01	2.756743716823350709e+01	-2.509557010793585619e+01
5.787271199999999993e+01	-2.867415214109669819e-02	2.753426000938865670e+01	2.756293416152975340e+01	-2.509313932367453504e+01
5.762271199999999993e+01	3.633869484410467976e-03	2.756126481627178748e+01	2.755763094678737701e+01	-2.509000928834245059e+01
5.737271199999999993e+01	-1.153633093398553910e-02	2.754118328071851352e+01	2.755271961165249905e+01	-2.508902148066125193e+01
5.712271199999999993e+01	-1.158995185733147082e-03	2.754656804730840136e+01	2.754772704249413451e+01	-2.508743456489628798e+01
5.687271199999999993e+01	5.768207215393061915e-03	2.754781302153877220e+01	2.754204481432337914e+01	-2.508801071639999591e+01
5.662271199999999993e+01	1.415869988965567927e-02	2.755043961351259796e+01	2.753628091362294228e+01	-2.509050157978812834e+01
5.637271199999999993e+01	1.313078945625534288e-02	2.754421474236075440e+01	2.753108395290449906e+01	-2.509391276595636810e+01
5.612271199999999993e+01	1.868416622066959576e-02	2.754513075998553262e+01	2.752644659376486302e+01	-2.509788963541598505e+01
5.587271199999999993e+01	3.587460673348630280e-02	2.755776269364001152e+01	2.752188808690652522e+01	-2.510470948203525410e+01
5.562271199999999993e+01	2.119053523707847830e-02	2.753892613231711195e+01	2.751773559708003347e+01	-2.511184262478157336e+01
5.537271199999999993e+01	3.415639485982069345e-02	2.754766625628397492e+01	2.751350986142415422e+01	-2.511876099104368620e+01
