# # Data threated with pyDSC, version xxxx, 
# #More information here? 
# #Temp/ [degC] 	 CP-baseline / [J/K/g] 	 CP [J/K/g] 	 baseline [J/K/g] 	 H [J/g]
8.562271199999999283e+01	-5.004840195323190244e-02	-8.288828333057409736e+00	-8.238779931104177834e+00	-3.166953514322291952e+01
8.587271199999999283e+01	-3.850277129932777598e-02	-8.253433927547332516e+00	-8.214931156248004740e+00	-3.168060403987949059e+01
8.612271199999999283e+01	-4.440897455101833202e-02	-8.235470323597663622e+00	-8.191061349046645290e+00	-3.169096800811078296e+01
8.637271199999999283e+01	7.221397268935270120e-02	-8.094963411207210413e+00	-8.167177383896563114e+00	-3.168749238334349272e+01
8.662271199999999283e+01	8.105817852378471855e-02	-8.062262195951856114e+00	-8.143320374475640833e+00	-3.166833336444184965e+01
8.687271199999999283e+01	1.451286876706809892e-01	-7.974390796093160816e+00	-8.119519483763841805e+00	-3.164006000616754122e+01
8.712271199999999283e+01	-1.771872816925679217e-02	-8.113450896526643419e+00	-8.095732168357386627e+00	-3.162413376122986364e+01
8.737271199999999283e+01	1.374753852509389418e-01	-7.934495238119106730e+00	-8.071970623370045672e+00	-3.160916417909465181e+01
8.762271199999999283e+01	4.914233188930605678e-02	-7.999136735098987039e+00	-8.048279066988293096e+00	-3.158583696445212041e+01
8.787271199999999283e+01	-1.570140843759482152e-02	-8.040218165135682327e+00	-8.024516756698087505e+00	-3.158165684902065706e+01
8.812271199999999283e+01	-4.445223855251434486e-02	-8.045133763734357402e+00	-8.000681525181843057e+00	-3.158917605489441982e+01
8.837271199999999283e+01	-5.045127923221848221e-02	-8.027249535595249341e+00	-7.976798256363030859e+00	-3.160103899461751098e+01
8.862271199999999283e+01	1.284652273185127314e-02	-7.940109114384941158e+00	-7.952955637116792431e+00	-3.160573958918005744e+01
8.887271199999999283e+01	-7.356454899183528795e-02	-8.002640789380016884e+00	-7.929076240388181596e+00	-3.161332934246255633e+01
8.912271199999999283e+01	4.491401980032616592e-02	-7.860311274982374918e+00	-7.905225294782701084e+00	-3.161691065861149497e+01
8.937271199999999283e+01	-6.671343585087186057e-02	-7.948091007806822539e+00	-7.881377571955950678e+00	-3.161963558561781440e+01
8.962271199999999283e+01	-6.253698920192185540e-02	-7.919893963124262193e+00	-7.857356973922340337e+00	-3.163579188874941295e+01
8.987271199999999283e+01	-2.827571843065879165e-02	-7.861646473647299516e+00	-7.833370755216640724e+00	-3.164714347720348542e+01
9.012271199999999283e+01	-1.220271280329567887e-01	-7.931283734762035742e+00	-7.809256606729078953e+00	-3.166593133301143581e+01
9.037271199999999283e+01	-2.000613294717785706e-01	-7.984840442200877852e+00	-7.784779112729099282e+00	-3.170619239019952929e+01
9.062271199999999283e+01	7.895855185314371028e-02	-7.681675542260836487e+00	-7.760634094113980197e+00	-3.172133023740185820e+01
9.087271199999999283e+01	-3.756829319848264959e-02	-7.774377570473765431e+00	-7.736809277275282781e+00	-3.171615645507002412e+01
9.112271199999999283e+01	-6.092420980196777691e-02	-7.773602071405114167e+00	-7.712677861603146390e+00	-3.172846801794507954e+01
9.137271199999999283e+01	6.081638679079226506e-02	-7.627940996004805463e+00	-7.688757382795597728e+00	-3.172848149582147670e+01
9.162271199999999283e+01	7.397194426704700732e-02	-7.591201346182104182e+00	-7.665173290449151189e+00	-3.171163295443924568e+01
9.187271199999999283e+01	-8.700736384593810158e-02	-7.728242099045254498e+00	-7.641234735199316397e+00	-3.171326238188660795e+01
9.212271199999999283e+01	-1.117135563690840883e-02	-7.628232318297457404e+00	-7.617060962660548995e+00	-3.172553472182196543e+01
9.237271199999999283e+01	3.464177975311155677e-02	-7.558568432148431882e+00	-7.593210211901543438e+00	-3.172260091880744071e+01
9.262271199999999283e+01	-1.785054272856712032e-02	-7.587195703718370154e+00	-7.569345160989803034e+00	-3.172050201417937387e+01
9.287271199999999283e+01	8.209106374574393072e-02	-7.463538938565993597e+00	-7.545630002311737528e+00	-3.171247194905222599e+01
9.312271199999999283e+01	1.089511024359079983e-02	-7.511126492146161127e+00	-7.522021602389751926e+00	-3.170084867730355782e+01
9.337271199999999283e+01	9.720896704449799586e-02	-7.401275941405387471e+00	-7.498484908449885467e+00	-3.168733566764254661e+01
9.362271199999999283e+01	2.579694861380232851e-02	-7.449227516825207118e+00	-7.475024465439009447e+00	-3.167195992818525951e+01
