# # Data threated with pyDSC, version xxxx, 
# #More information here? 
# #Temp/ [degC] 	 CP-baseline / [J/K/g] 	 CP [J/K/g] 	 baseline [J/K/g] 	 H [J/g]
7.912271200000000704e+01	-3.727247728182847553e+00	-1.262112701653655478e+01	-8.893879288353707224e+00	-2.235052809454341016e+01
7.937271200000000704e+01	-3.607355731740796045e+00	-1.250940250717297531e+01	-8.902046775432179260e+00	-2.326735352703386539e+01
7.962271200000000704e+01	-3.446155146102910294e+00	-1.235372285167295381e+01	-8.907567705570043515e+00	-2.414904238676432868e+01
7.987271200000000704e+01	-3.210715493071877091e+00	-1.212091077705548692e+01	-8.910195283983609826e+00	-2.498115121666117844e+01
8.012271200000000704e+01	-3.032813386349529239e+00	-1.194283777365029842e+01	-8.910024387300769178e+00	-2.576159232658885401e+01
8.037271200000000704e+01	-2.851022248273695325e+00	-1.175837529658962133e+01	-8.907353048315926003e+00	-2.649707178091675530e+01
8.062271200000000704e+01	-2.648317596956356823e+00	-1.155056292762671966e+01	-8.902245330670362833e+00	-2.718448926157051204e+01
8.087271200000000704e+01	-2.412932372015815119e+00	-1.130763668687406920e+01	-8.894704314858254079e+00	-2.781714550769203242e+01
8.112271200000000704e+01	-2.237519375384735554e+00	-1.112247338989720369e+01	-8.884954014512468135e+00	-2.839845197611710148e+01
8.137271200000000704e+01	-2.035999895381248592e+00	-1.090922026876891238e+01	-8.873220373387663784e+00	-2.893264188496284817e+01
8.162271200000000704e+01	-1.752466923539765631e+00	-1.061187159870571506e+01	-8.859404675165949428e+00	-2.940620023732797605e+01
8.187271200000000704e+01	-1.537633103875441165e+00	-1.038128784068021204e+01	-8.843654736804770877e+00	-2.981746274075487690e+01
8.212271200000000704e+01	-1.313219739902329763e+00	-1.013948439787302291e+01	-8.826264657970693150e+00	-3.017381934622709849e+01
8.237271200000000704e+01	-1.171111842611679776e+00	-9.978636557332663415e+00	-8.807524714720983638e+00	-3.048436079404135057e+01
8.262271200000000704e+01	-9.458738266010584539e-01	-9.733439673528595293e+00	-8.787565846927536839e+00	-3.074898400269294285e+01
8.287271200000000704e+01	-7.237869553779052723e-01	-9.490182075323925659e+00	-8.766395119946020387e+00	-3.095769160044031310e+01
8.312271200000000704e+01	-5.122137181698356301e-01	-9.256407569196467122e+00	-8.744193851026631492e+00	-3.111219168463378182e+01
8.337271200000000704e+01	-3.409272377248839803e-01	-9.062113380769993398e+00	-8.721186143045109418e+00	-3.121883430412062310e+01
8.362271200000000704e+01	-2.827643509683746004e-01	-8.980460043229358646e+00	-8.697695692260984046e+00	-3.129679575270727909e+01
8.387271200000000704e+01	-2.623023455486634958e-01	-8.936271873060208648e+00	-8.673969527511545152e+00	-3.136492908977190908e+01
8.412271200000000704e+01	-2.744115730209610859e-01	-8.924515649481238100e+00	-8.650104076460277014e+00	-3.143201832959311304e+01
8.437271200000000704e+01	-1.745716196906030859e-01	-8.800606671385212465e+00	-8.626035051694609379e+00	-3.148814122868205700e+01
8.462271200000000704e+01	-1.976834405031553388e-01	-8.799485573947427142e+00	-8.601802133444271803e+00	-3.153467311120627770e+01
8.487271200000000704e+01	-1.014985167728053028e-01	-8.678933760712510548e+00	-8.577435243939705245e+00	-3.157207085586577122e+01
8.512271200000000704e+01	-4.446065204638038892e-02	-8.597382399308147072e+00	-8.552921747261766683e+00	-3.159031575196816988e+01
8.537271200000000704e+01	-1.360925254935807516e-02	-8.541950160910877443e+00	-8.528340908361519368e+00	-3.159757449004263563e+01
8.562271199999999283e+01	-1.642255955330185202e-03	-8.505377809087127261e+00	-8.503735553131797076e+00	-3.159948092860572189e+01
8.587271199999999283e+01	1.331307867597608663e-02	-8.465810061972861789e+00	-8.479123140648837875e+00	-3.159802207576564115e+01
8.612271199999999283e+01	-2.627369861155415265e-02	-8.480787369589060987e+00	-8.454513670977506834e+00	-3.159964215325758730e+01
8.637271199999999283e+01	2.537068940015707597e-02	-8.404531777993490493e+00	-8.429902467393647569e+00	-3.159975502940901038e+01
8.662271199999999283e+01	5.290628706650579716e-02	-8.352403388675694984e+00	-8.405309675742200781e+00	-3.158997040735067685e+01
8.687271199999999283e+01	5.698879973590109671e-02	-8.323758170125396205e+00	-8.380746969861297302e+00	-3.157623352150037732e+01
8.712271199999999283e+01	6.067327961863178132e-02	-8.295541133306006287e+00	-8.356214412924638069e+00	-3.156152576158105916e+01
8.737271199999999283e+01	5.395259335095836661e-02	-8.277755773595727007e+00	-8.331708366946685373e+00	-3.154719752745986128e+01
8.762271199999999283e+01	-1.602106510996748057e-02	-8.323196011303249264e+00	-8.307174946193281784e+00	-3.154245608642973764e+01
8.787271199999999283e+01	7.756172267306737922e-03	-8.274855815419650540e+00	-8.282611987686957278e+00	-3.154348919803506845e+01
8.812271199999999283e+01	4.609689383586257350e-02	-8.212009616762470543e+00	-8.258106510598333116e+00	-3.153675756477217362e+01
8.837271199999999283e+01	-2.167204469877148654e-02	-8.255254324917972397e+00	-8.233582280219200911e+00	-3.153370445863003724e+01
8.862271199999999283e+01	1.706893408404397405e-02	-8.191960216845371789e+00	-8.209029150929415763e+00	-3.153427984745687951e+01
8.887271199999999283e+01	-5.547628047811770102e-02	-8.239906625331931522e+00	-8.184430344853813821e+00	-3.153908076575613961e+01
8.912271199999999283e+01	-5.926765799381250588e-02	-8.218980119729533129e+00	-8.159712461735720623e+00	-3.155342375806512933e+01
8.937271199999999283e+01	-4.690598165923809404e-02	-8.181886303440004227e+00	-8.134980321780766133e+00	-3.156669546302175888e+01
8.962271199999999283e+01	-2.359249601727420043e-02	-8.133875037746621572e+00	-8.110282541729347372e+00	-3.157550777273132425e+01
8.987271199999999283e+01	-4.063389626655222742e-02	-8.126212977563193718e+00	-8.085579081296641490e+00	-3.158353607176680100e+01
9.012271199999999283e+01	-5.266392087834503855e-02	-8.113468259506605662e+00	-8.060804338628260624e+00	-3.159519829890991360e+01
9.037271199999999283e+01	-6.790651658688062753e-02	-8.103858004511751645e+00	-8.035951487924871017e+00	-3.161026960359306770e+01
9.062271199999999283e+01	6.307820578119649468e-02	-7.948241516647061466e+00	-8.011319722428257961e+00	-3.161087314244377922e+01
9.087271199999999283e+01	-1.719501622983354849e-02	-8.003997496487597729e+00	-7.986802480257764181e+00	-3.160513774374985729e+01
9.112271199999999283e+01	3.691659542674496919e-02	-7.925316857149842242e+00	-7.962233452576587212e+00	-3.160267254635024159e+01
9.137271199999999283e+01	-1.070237930893735978e-02	-7.948387925344229998e+00	-7.937685546035292639e+00	-3.159939576933551564e+01
9.162271199999999283e+01	-2.441921004297853415e-02	-7.937401091661445918e+00	-7.912981881618467384e+00	-3.160378596800450524e+01
9.187271199999999283e+01	-4.356579617720512942e-03	-7.892643874210435229e+00	-7.888287294592714716e+00	-3.160738294171209262e+01
9.212271199999999283e+01	-2.293084157896352338e-02	-7.886520913716874581e+00	-7.863590072137911058e+00	-3.161079386936167879e+01
9.237271199999999283e+01	-6.936704040640506719e-03	-7.845815236546058280e+00	-7.838878532505417773e+00	-3.161452731256412818e+01
9.262271199999999283e+01	4.696816475835419169e-05	-7.814184611450596840e+00	-7.814231579615355194e+00	-3.161538852954861412e+01
9.287271199999999283e+01	2.784541161812637000e-02	-7.761850391918795999e+00	-7.789695803536922369e+00	-3.161190198207575364e+01
9.312271199999999283e+01	1.325908194006952812e-02	-7.751952110233013116e+00	-7.765211192173082644e+00	-3.160676392038097759e+01
9.337271199999999283e+01	3.540596347086388818e-02	-7.705356857997007758e+00	-7.740762821467871646e+00	-3.160068078970461158e+01
9.362271199999999283e+01	4.500803111094153763e-02	-7.671432591937024092e+00	-7.716440623047965630e+00	-3.159062904038188435e+01
